"Protein.Accession","Gene.Names","Protein.Annotation","X0h.a","X0h.b","X2h.a","X2h.b","X8h.a","X8h.b","X16h.a","X16h.b"
"sp|Q8BLH7|HIRP3_MOUSE","Hirip3","HIRA-interacting protein 3 OS=Mus musculus GN=Hirip3 PE=1 SV=1",43765.5,45602.1,47443.4,41956.2,60348.1,55511.1,119209.2,130383.4
"sp|P43275|H11_MOUSE","Hist1h1a","Histone H1.1 OS=Mus musculus GN=Hist1h1a PE=1 SV=2",97101.9,107239.1,86141,168619.8,178162,177693.1,414167.1,380721.4
"sp|P43276|H15_MOUSE","Hist1h1b","Histone H1.5 OS=Mus musculus GN=Hist1h1b PE=1 SV=2",191628,185368.9,179138.2,306261.3,337767,331935.5,685693.2,644622.1
"sp|Q03172|ZEP1_MOUSE","Hivep1","Zinc finger protein 40 OS=Mus musculus GN=Hivep1 PE=1 SV=1",19937.9,21142.7,14672,18440.6,27480.3,27373.5,34572.1,37039.8
"sp|O08528|HXK2_MOUSE","Hk2","Hexokinase-2 OS=Mus musculus GN=Hk2 PE=2 SV=1",81342.3,79283.8,77144.5,80455.1,140820.6,125931.9,204527.7,223144.4
"sp|Q8R1M0|HMCES_MOUSE","Hmces","Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein OS=Mus musculus GN=Hmces PE=1 SV=1",35140,33913.7,31300.5,35253.6,40237.5,37763.5,54066.4,53308.2
"sp|P17095|HMGA1_MOUSE","Hmga1","High mobility group protein HMG-I/HMG-Y OS=Mus musculus GN=Hmga1 PE=1 SV=4",75088.9,71879,64455.1,70635.4,98632.4,94966.7,113276.4,115892.9
"sp|P17095-1|HMGA1_MOUSE","Hmga1","Isoform HMG-Y of High mobility group protein HMG-I/HMG-Y OS=Mus musculus GN=Hmga1",70030.4,65647.4,57514.6,66910.8,93643.8,89911,108160,116873.7
"sp|Q01237|HMDH_MOUSE","Hmgcr","3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Mus musculus GN=Hmgcr PE=2 SV=3",15796.1,15753.9,20200.6,18926.8,50579.6,42476.2,67126.1,63051.9
"sp|Q8JZK9|HMCS1_MOUSE","Hmgcs1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Mus musculus GN=Hmgcs1 PE=1 SV=1",37984.3,39501.7,45029.9,42490.6,110773.4,95384.8,253092.6,295541
"sp|P49312|ROA1_MOUSE","Hnrnpa1","Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus GN=Hnrnpa1 PE=1 SV=2",268969.7,249469.5,254211.3,262858.2,311057,307873.4,416853.2,430906
"sp|Q8BIL5|HOOK1_MOUSE","Hook1","Protein Hook homolog 1 OS=Mus musculus GN=Hook1 PE=1 SV=2",40422.3,39012.2,42430.8,40022.2,52554.2,50579.9,59585.6,61984.4
"sp|Q7TMK6|HOOK2_MOUSE","Hook2","Protein Hook homolog 2 OS=Mus musculus GN=Hook2 PE=1 SV=3",5908.2,5362.3,6486.1,5416.7,6941.6,6907.6,10640,11316.8
"sp|Q8K248|HPDL_MOUSE","Hpdl","4-hydroxyphenylpyruvate dioxygenase-like protein OS=Mus musculus GN=Hpdl PE=2 SV=1",3837.7,3819.3,4445.7,4166.2,10369.2,8494.3,20441.1,21258.4
"sp|O70503|DHB12_MOUSE","Hsd17b12","Estradiol 17-beta-dehydrogenase 12 OS=Mus musculus GN=Hsd17b12 PE=2 SV=1",121849.3,111674.4,109476.7,122690.7,142061.3,133647.5,183575.8,184267.5
"sp|O88736|DHB7_MOUSE","Hsd17b7","3-keto-steroid reductase OS=Mus musculus GN=Hsd17b7 PE=2 SV=1",8181.2,8195.6,8388,8373.4,13300.3,12030.4,17199.5,15728.3
"sp|P07901|HS90A_MOUSE","Hsp90aa1","Heat shock protein HSP 90-alpha OS=Mus musculus GN=Hsp90aa1 PE=1 SV=4",1112078.7,1101429.3,1150359.9,1111412.1,1457452.1,1410505.2,1927227.5,1953889.8
"sp|P11499|HS90B_MOUSE","Hsp90ab1","Heat shock protein HSP 90-beta OS=Mus musculus GN=Hsp90ab1 PE=1 SV=3",1026177.1,1028573.2,1087171.4,1046489.3,1468584,1402208.6,2111299.4,2135887.8
"sp|P08113|ENPL_MOUSE","Hsp90b1","Endoplasmin OS=Mus musculus GN=Hsp90b1 PE=1 SV=2",189832.7,184675.6,218006.4,199779.7,240250.3,233680.9,316478.4,316650.8
"sp|Q8BM72|HSP13_MOUSE","Hspa13","Heat shock 70 kDa protein 13 OS=Mus musculus GN=Hspa13 PE=2 SV=1",32205.2,34363.9,37624.8,31212.9,38755.7,36594.2,56814.9,56490.5
"sp|P16627|HS71L_MOUSE","Hspa1l","Heat shock 70 kDa protein 1-like OS=Mus musculus GN=Hspa1l PE=2 SV=4",1690388.5,1652283.9,1590521,1715377.5,2321360.8,2186115.1,2918370.4,2832300.5
"sp|P17156|HSP72_MOUSE","Hspa2","Heat shock-related 70 kDa protein 2 OS=Mus musculus GN=Hspa2 PE=1 SV=2",1889982.4,1816847,1740484.3,1900184.9,2603183.2,2483730.5,3347268.4,3429637.4
"sp|P48722|HS74L_MOUSE","Hspa4l","Heat shock 70 kDa protein 4L OS=Mus musculus GN=Hspa4l PE=1 SV=2",75056.7,72931.7,84597.6,77284.7,109340.8,102504.8,115322.2,118089.6
"sp|P20029|GRP78_MOUSE","Hspa5","78 kDa glucose-regulated protein OS=Mus musculus GN=Hspa5 PE=1 SV=3",409404.4,396614.3,410884,419313.2,591487.3,560837.3,729949.8,745335.2
"sp|P63017|HSP7C_MOUSE","Hspa8","Heat shock cognate 71 kDa protein OS=Mus musculus GN=Hspa8 PE=1 SV=1",2562464.3,2529338.1,2323950,2562424.1,3467228.3,3353252.3,4495726.1,4523925.1
"sp|P38647|GRP75_MOUSE","Hspa9","Stress-70 protein, mitochondrial OS=Mus musculus GN=Hspa9 PE=1 SV=3",156139.2,155404.7,170064.8,151162.8,194269.3,187833.9,262855.1,263849.8
"sp|Q99P31|HPBP1_MOUSE","Hspbp1","Hsp70-binding protein 1 OS=Mus musculus GN=Hspbp1 PE=2 SV=1",58130.9,58326.4,64235.1,63277.9,90822.6,81274.1,146607.6,145017.9
"sp|P63038|CH60_MOUSE","Hspd1","60 kDa heat shock protein, mitochondrial OS=Mus musculus GN=Hspd1 PE=1 SV=1",439156.4,447294.2,467630.7,433155.5,535122.6,528514.3,763463.7,759843.4
"sp|Q64433|CH10_MOUSE","Hspe1","10 kDa heat shock protein, mitochondrial OS=Mus musculus GN=Hspe1 PE=1 SV=2",197537.3,182469.1,213991.2,200026.7,238183,225022,339163.9,318037.7
"sp|Q61699|HS105_MOUSE","Hsph1","Heat shock protein 105 kDa OS=Mus musculus GN=Hsph1 PE=1 SV=2",118352.5,115681.2,121765.8,115964.3,185557.1,172727.2,262690.4,275636.2
"sp|Q9JKR6|HYOU1_MOUSE","Hyou1","Hypoxia up-regulated protein 1 OS=Mus musculus GN=Hyou1 PE=1 SV=1",131213.2,131370.1,123301.6,129973.3,160351.6,157587.4,203245.4,206042
"sp|P03975|IGEB_MOUSE","Iap","IgE-binding protein OS=Mus musculus GN=Iap PE=2 SV=1",58337,54542.6,65839.3,68902.1,116249.5,104994.2,183906.6,189904.5
"sp|Q8BU30|SYIC_MOUSE","Iars","Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Iars PE=2 SV=2",119426.9,117924.1,121220.6,115553.7,159768.5,151796.8,243083.9,248036.9
"sp|P13597|ICAM1_MOUSE","Icam1","Intercellular adhesion molecule 1 OS=Mus musculus GN=Icam1 PE=1 SV=1",26299.9,25761.8,33016.3,25970.4,56744.9,60657.5,69902.4,66866.3
"sp|P41133|ID3_MOUSE","Id3","DNA-binding protein inhibitor ID-3 OS=Mus musculus GN=Id3 PE=1 SV=1",15671,17234,18479,18209.1,21618.8,19219.3,35552.6,34796.4
"sp|P58044|IDI1_MOUSE","Idi1","Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus GN=Idi1 PE=2 SV=1",62022.1,66278.6,74309.2,61799.4,122463.2,105316.3,215601,236663.9
"tr|Q9D8U0|Q9D8U0_MOUSE","Ifrd2","Interferon-related developmental regulator 2 OS=Mus musculus GN=Ifrd2 PE=2 SV=1",34524.6,33073.5,34363.8,36226.9,43267.2,41958.4,52179.5,50192.1
"sp|Q61025|IFT20_MOUSE","Ift20","Intraflagellar transport protein 20 homolog OS=Mus musculus GN=Ift20 PE=1 SV=1",13104.1,14142.8,15946,13389.3,18980.3,20306.3,28946.8,31794
"sp|Q9D0P8|IFT27_MOUSE","Ift27","Intraflagellar transport protein 27 homolog OS=Mus musculus GN=Ift27 PE=1 SV=1",41944.2,42655.2,46524.2,41467.4,35100.3,37035.5,60113.4,63102.8
"sp|Q60751|IGF1R_MOUSE","Igf1r","Insulin-like growth factor 1 receptor OS=Mus musculus GN=Igf1r PE=1 SV=3",24220,23347.9,23663.9,23370.6,49505.4,45499.9,94024,97832.6
"tr|Q9DCE9|Q9DCE9_MOUSE","Igtp","Protein Igtp OS=Mus musculus GN=Igtp PE=1 SV=1",116639.6,113479.7,116396.7,114034.4,150968.5,166579.8,203342.5,199984.3
"sp|Q9QZ85|IIGP1_MOUSE","Iigp1","Interferon-inducible GTPase 1 OS=Mus musculus GN=Iigp1 PE=1 SV=2",63176.1,65143.3,65944.8,64955,142217.4,174548.9,211639.8,211751
"sp|Q7TT37|ELP1_MOUSE","Ikbkap","Elongator complex protein 1 OS=Mus musculus GN=Ikbkap PE=2 SV=2",113228.1,112386.1,104286,110462.6,142794.3,139769.8,181379.8,181706
"sp|Q60837|I12R1_MOUSE","Il12rb1","Interleukin-12 receptor subunit beta-1 OS=Mus musculus GN=Il12rb1 PE=1 SV=2",28998.8,32831.3,30609.7,32352.8,42292.1,39997,83634.4,83382.6
"sp|P04351|IL2_MOUSE","Il2","Interleukin-2 OS=Mus musculus GN=Il2 PE=1 SV=1",10960.3,10838.7,19719.1,16746,46460.5,46592.4,60588.6,64137.9
"sp|P01590|IL2RA_MOUSE","Il2ra","Interleukin-2 receptor subunit alpha OS=Mus musculus GN=Il2ra PE=2 SV=1",6248.8,4201.6,11326.9,6924.6,55133.9,45574.5,93540,95320.7
"sp|P34902|IL2RG_MOUSE","Il2rg","Cytokine receptor common subunit gamma OS=Mus musculus GN=Il2rg PE=2 SV=1",55043.6,54262.8,83783.8,76574.9,134683.8,127408.4,165780,162356
"sp|Q921Y2|IMP3_MOUSE","Imp3","U3 small nucleolar ribonucleoprotein protein IMP3 OS=Mus musculus GN=Imp3 PE=2 SV=1",79482.6,79778.2,73821.7,80342.7,94682.2,90067.2,122491.6,120219.8
"sp|O55091|IMPCT_MOUSE","Impact","Protein IMPACT OS=Mus musculus GN=Impact PE=1 SV=2",19563.7,20893.2,20816,20058.1,27888.8,25534.4,39091.9,39027.3
"sp|P24547|IMDH2_MOUSE","Impdh2","Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus GN=Impdh2 PE=1 SV=2",139535.4,135782.6,140399.5,128575.1,173283.9,162962.6,271907.9,272040.2
"sp|Q9ESK4|ING2_MOUSE","Ing2","Inhibitor of growth protein 2 OS=Mus musculus GN=Ing2 PE=1 SV=3",22187.9,24823.1,18807,22388.8,24950,23904,38254.3,38396
"sp|Q8K2V6|IPO11_MOUSE","Ipo11","Importin-11 OS=Mus musculus GN=Ipo11 PE=1 SV=1",50512.7,50606.9,54734.7,48992.7,61488.9,57617.5,75352.4,78145.5
"sp|Q8VI75|IPO4_MOUSE","Ipo4","Importin-4 OS=Mus musculus GN=Ipo4 PE=1 SV=1",78427.1,75533.2,81874.4,77695.5,116670.3,105543.3,155343.4,163906.9
"sp|Q8BKC5|IPO5_MOUSE","Ipo5","Importin-5 OS=Mus musculus GN=Ipo5 PE=1 SV=3",99699.7,97486.5,103194,96129.8,141405.7,131927.2,209317.9,213962.9
"sp|Q9EPL8|IPO7_MOUSE","Ipo7","Importin-7 OS=Mus musculus GN=Ipo7 PE=1 SV=2",90770,89433.6,91589.8,90049.1,150083.9,133113.4,220805.6,222203.9
"sp|Q64287|IRF4_MOUSE","Irf4","Interferon regulatory factor 4 OS=Mus musculus GN=Irf4 PE=1 SV=1",38638.3,41479.2,51427.9,44886.1,228773.1,197097,316521.8,330692
"sp|P23611|IRF8_MOUSE","Irf8","Interferon regulatory factor 8 OS=Mus musculus GN=Irf8 PE=1 SV=1",23947.6,23694.7,26439.7,25328.8,95825.5,82660.7,129681.4,129314.7
"sp|Q60766|IRGM1_MOUSE","Irgm1","Immunity-related GTPase family M protein 1 OS=Mus musculus GN=Irgm1 PE=1 SV=1",117251.5,113988.3,111717.6,110722.2,172449.5,171572.6,184013,182405.1
"tr|Q9Z1M2|Q9Z1M2_MOUSE","Irgm2","Interferon-g induced GTPase OS=Mus musculus GN=Irgm2 PE=1 SV=1",75020.4,74107.7,75938.3,75919.3,111816.7,119520.8,143532.4,137680.9
"sp|Q3U1G5|I20L2_MOUSE","Isg20l2","Interferon-stimulated 20 kDa exonuclease-like 2 OS=Mus musculus GN=Isg20l2 PE=2 SV=2",27254.8,24089.3,22152.9,27639.8,33109.3,31981.6,55275.4,60372.7
"sp|Q9JHU9|INO1_MOUSE","Isyna1","Inositol-3-phosphate synthase 1 OS=Mus musculus GN=Isyna1 PE=2 SV=1",97043.6,102209.7,100787.2,103383.6,103558.4,97212,160504.7,159988.5
"sp|P11688|ITA5_MOUSE","Itga5","Integrin alpha-5 OS=Mus musculus GN=Itga5 PE=1 SV=3",15517.7,14546.6,15381.5,16603,21900.8,21112,30024.6,33539.3
"sp|P09055|ITB1_MOUSE","Itgb1","Integrin beta-1 OS=Mus musculus GN=Itgb1 PE=1 SV=1",65023.9,64921.9,64625,64168.5,87509.6,82356,118940.4,114984.9
"sp|Q61500|ITM2A_MOUSE","Itm2a","Integral membrane protein 2A OS=Mus musculus GN=Itm2a PE=2 SV=2",15402,16359.3,20015,19539.7,43414.5,37506.8,54784.8,56448.1
"sp|O89051|ITM2B_MOUSE","Itm2b","Integral membrane protein 2B OS=Mus musculus GN=Itm2b PE=2 SV=1",40627,39016.8,33917.3,34782.1,46380.6,50675.4,62650.7,58837.6
"sp|Q7TS72|IP3KC_MOUSE","Itpkc","Inositol-trisphosphate 3-kinase C OS=Mus musculus GN=Itpkc PE=1 SV=1",13972,15174,15631.1,14412.5,19234.6,18691.1,23578.2,23438.9
"sp|Q920Q8|NS1BP_MOUSE","Ivns1abp","Influenza virus NS1A-binding protein homolog OS=Mus musculus GN=Ivns1abp PE=1 SV=2",45501.2,45878.2,42986.7,40244.8,99120.3,90034.8,109492.9,115452.8
"sp|Q6IE82|JADE3_MOUSE","Jade3","Protein Jade-3 OS=Mus musculus GN=Jade3 PE=1 SV=1",25258.7,26693.6,25435,24473.8,34197.2,33019,54855.6,53486.9
"sp|Q62120|JAK2_MOUSE","Jak2","Tyrosine-protein kinase JAK2 OS=Mus musculus GN=Jak2 PE=1 SV=2",38713.7,39231.4,34803,34786.8,55141.4,52282,65978.2,63043
"sp|Q9ERI5|JMJD6_MOUSE","Jmjd6","Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Mus musculus GN=Jmjd6 PE=1 SV=2",37818.6,37933.6,35749.7,37298.6,46884,46481,72327.7,76330.9
"sp|Q3TA59|JMJD8_MOUSE","Jmjd8","JmjC domain-containing protein 8 OS=Mus musculus GN=Jmjd8 PE=2 SV=2",19644.1,18544.4,21104.4,18342.5,22501.3,19436.4,34980.1,36601.1
"sp|Q9DBJ6|JOS1_MOUSE","Josd1","Josephin-1 OS=Mus musculus GN=Josd1 PE=1 SV=1",10979.2,10459,9684.7,11122.6,14205.7,13392.3,20646.1,18762.8
"sp|P15066|JUND_MOUSE","Jund","Transcription factor jun-D OS=Mus musculus GN=Jund PE=1 SV=1",46603.2,48517.9,54786.7,58234,83431.2,74111.2,119852.6,123408.3
"sp|Q99MN1|SYK_MOUSE","Kars","Lysine--tRNA ligase OS=Mus musculus GN=Kars PE=1 SV=1",166891,165250.8,152257.6,158102,209415.9,198820.4,289876.5,296408.8
"sp|Q3UQV5|KBTB8_MOUSE","Kbtbd8","Kelch repeat and BTB domain-containing protein 8 OS=Mus musculus GN=Kbtbd8 PE=2 SV=1",19991,20957.3,21052,21456.6,30483.9,28178.8,37829.4,36187.3
"sp|P63141|KCNA2_MOUSE","Kcna2","Potassium voltage-gated channel subfamily A member 2 OS=Mus musculus GN=Kcna2 PE=1 SV=1",19120.7,20371.1,20397.5,19353.1,62335.2,50430.3,69379.9,68435.6
"sp|P16390|KCNA3_MOUSE","Kcna3","Potassium voltage-gated channel subfamily A member 3 OS=Mus musculus GN=Kcna3 PE=2 SV=3",14855.4,15615.4,16035.9,17426.2,52524.4,41787.3,56562.8,58757.6
"sp|O89109|KCNN4_MOUSE","Kcnn4","Intermediate conductance calcium-activated potassium channel protein 4 OS=Mus musculus GN=Kcnn4 PE=2 SV=1",24184.1,24542.2,22355,23806.8,27864.7,24670.8,42782.4,43515.2
"sp|Q8K201|KCT2_MOUSE","Kct2","Keratinocyte-associated transmembrane protein 2 OS=Mus musculus GN=Kct2 PE=2 SV=2",22783.9,22775.4,23142.8,20269.2,62850,56417.3,100186.8,102067.9
"sp|Q8VC57|KCTD5_MOUSE","Kctd5","BTB/POZ domain-containing protein KCTD5 OS=Mus musculus GN=Kctd5 PE=2 SV=1",24711.3,25624.4,24536.2,24732.8,33290.5,31663.6,46006.2,43232.6
"sp|Q80UN1|KCTD9_MOUSE","Kctd9","BTB/POZ domain-containing protein KCTD9 OS=Mus musculus GN=Kctd9 PE=2 SV=1",27129.4,26076.7,26022.4,25773.3,33816,33472.5,46379.2,45826.2
"sp|Q9JHP7|KDEL1_MOUSE","Kdelc1","KDEL motif-containing protein 1 OS=Mus musculus GN=Kdelc1 PE=1 SV=1",18376.4,19216.2,17943.2,19337.7,23263.4,23961.5,53577.4,48250
"tr|D3YV31|D3YV31_MOUSE","Kdm2b","Lysine-specific demethylase 2B (Fragment) OS=Mus musculus GN=Kdm2b PE=4 SV=1",4990.9,4296,3072.9,5661.5,11792.6,10448.5,14985.4,14905.1
"sp|Q8BW72|KDM4A_MOUSE","Kdm4a","Lysine-specific demethylase 4A OS=Mus musculus GN=Kdm4a PE=1 SV=3",46438.8,46397.4,48216.3,45843.1,47805.6,47977.1,70983.9,71336.9
"sp|Q8VCD7|KDM4C_MOUSE","Kdm4c","Lysine-specific demethylase 4C OS=Mus musculus GN=Kdm4c PE=1 SV=1",45275.6,46009.2,42485.4,46349.1,49576.7,49257.4,70855.7,68576.5
"sp|P41230|KDM5C_MOUSE","Kdm5c","Lysine-specific demethylase 5C OS=Mus musculus GN=Kdm5c PE=2 SV=4",42852.4,40560.8,41735.1,43720.2,55337.9,51986.4,71890.2,69502
"sp|Q62240|KDM5D_MOUSE","Kdm5d","Lysine-specific demethylase 5D OS=Mus musculus GN=Kdm5d PE=2 SV=2",36394.4,36003.1,32332,38074.5,44705.2,44399.6,56417.3,56860.4
"sp|Q8BKS9|K0020_MOUSE","Kiaa0020","Pumilio domain-containing protein KIAA0020 OS=Mus musculus GN=Kiaa0020 PE=1 SV=2",50302.8,46976.9,27011.4,50477.8,62846.7,57033.7,211193.2,202309.9
"sp|Q3U3D7|T131L_MOUSE","Kiaa0922","Transmembrane protein 131-like OS=Mus musculus GN=Kiaa0922 PE=2 SV=1",10230.6,10645.5,10528.1,12505.6,16508.5,15345.6,24904.8,24100
"tr|E9Q9B7|E9Q9B7_MOUSE","Kidins220","Protein Kidins220 OS=Mus musculus GN=Kidins220 PE=1 SV=1",24137.5,24356.1,26095.3,22295.5,32385.7,31218.6,41114.6,39008.3
"sp|Q6PAR0|KLD10_MOUSE","Klhdc10","Kelch domain-containing protein 10 OS=Mus musculus GN=Klhdc10 PE=1 SV=1",14249.1,15222.9,13314.8,14943.7,16675.4,16201.2,29438.1,27712.4
"sp|Q4G5Y1|KLDC2_MOUSE","Klhdc2","Kelch domain-containing protein 2 OS=Mus musculus GN=Klhdc2 PE=2 SV=3",22641.1,23007.2,23728.7,23344.6,23115.4,23614.9,40358.9,42113.3
"sp|Q921I2|KLDC4_MOUSE","Klhdc4","Kelch domain-containing protein 4 OS=Mus musculus GN=Klhdc4 PE=2 SV=2",55266,51567,55056.4,56176.6,94551.8,86258,145755.9,146602.2
"tr|G3X961|G3X961_MOUSE","Klhdc4","Kelch domain containing 4, isoform CRA_a OS=Mus musculus GN=Klhdc4 PE=4 SV=1",56604.5,52012.2,55924.9,58009.9,93487.1,86092.8,144148.2,143211
"sp|Q8CE33|KLH11_MOUSE","Klhl11","Kelch-like protein 11 OS=Mus musculus GN=Klhl11 PE=2 SV=1",24299.9,24601.9,23238.1,25069.5,36196.3,32825.6,38158,39097.2
"sp|Q9CR40|KLH28_MOUSE","Klhl28","Kelch-like protein 28 OS=Mus musculus GN=Klhl28 PE=2 SV=1",25463.6,26614.3,29424.6,28078.8,43769.2,44382.2,53304.3,50358.8
"sp|Q6ZPT1|KLHL9_MOUSE","Klhl9","Kelch-like protein 9 OS=Mus musculus GN=Klhl9 PE=2 SV=2",47110.6,48933.3,46903.2,47773.4,54744.7,53360.5,76062.8,74421.5
"sp|Q9Z2Q2|KNOP1_MOUSE","Knop1","Lysine-rich nucleolar protein 1 OS=Mus musculus GN=Knop1 PE=1 SV=2",41368.2,40906.1,42811,41626.3,66868.6,59567.7,97299.1,95340.6
"sp|P52293|IMA1_MOUSE","Kpna2","Importin subunit alpha-1 OS=Mus musculus GN=Kpna2 PE=1 SV=2",51651.4,53677.7,49082.3,56784.4,166417.9,139001.5,241826.2,244558.3
"sp|Q8BGA5|KRR1_MOUSE","Krr1","KRR1 small subunit processome component homolog OS=Mus musculus GN=Krr1 PE=2 SV=1",18181.1,17877,12565,17115.3,26834.4,24603.7,60816.8,59804.3
"sp|Q61097|KSR1_MOUSE","Ksr1","Kinase suppressor of Ras 1 OS=Mus musculus GN=Ksr1 PE=1 SV=1",45837.6,45511.7,40603,45297.3,50191.1,50099.6,68150.5,65016.3
"sp|Q9D1R2|KTI12_MOUSE","Kti12","Protein KTI12 homolog OS=Mus musculus GN=Kti12 PE=1 SV=1",92503.8,92866.3,91737.8,86685.6,111987.3,110009.7,136543.4,135622
"sp|Q61595|KTN1_MOUSE","Ktn1","Kinectin OS=Mus musculus GN=Ktn1 PE=2 SV=1",28263.5,28415.7,22920.7,27064.5,35616.4,30940.3,54307.7,53757.4
"sp|Q61595-11|KTN1_MOUSE","Ktn1","Isoform 11 of Kinectin OS=Mus musculus GN=Ktn1",70165.6,63511.6,48472.7,67727.4,90448.6,80296.6,152987.3,146909.3
"tr|F8VQC7|F8VQC7_MOUSE","Ktn1","Kinectin OS=Mus musculus GN=Ktn1 PE=4 SV=1",70141.5,64136.3,49422.5,67737.6,90042.4,80202.6,151002.5,146085.1
"sp|P57016|LAD1_MOUSE","Lad1","Ladinin-1 OS=Mus musculus GN=Lad1 PE=2 SV=1",37915,35994,28174.6,40644.2,50703.2,45364,115615.1,118989.8
"sp|Q61790|LAG3_MOUSE","Lag3","Lymphocyte activation gene 3 protein OS=Mus musculus GN=Lag3 PE=2 SV=1",8849.7,10853.2,11113.7,10133.4,12460.5,12352.4,44394.8,46673.7
"sp|Q61168|LAPM5_MOUSE","Laptm5","Lysosomal-associated transmembrane protein 5 OS=Mus musculus GN=Laptm5 PE=1 SV=1",13262.6,13523.4,13237.6,14230.1,12582.7,12481,20864.1,20711.7
"tr|Q8R3F0|Q8R3F0_MOUSE","Larp1b","Larp2 protein OS=Mus musculus GN=Larp1b PE=1 SV=1",11794.3,11677.3,9016,12532.6,20942,19574.9,28263.4,30681.5
"sp|Q8BWW4|LARP4_MOUSE","Larp4","La-related protein 4 OS=Mus musculus GN=Larp4 PE=2 SV=2",41277.4,40766.4,34597.5,44683.9,95590.1,86103.8,161212.5,166538.4
"sp|Q6A0A2|LAR4B_MOUSE","Larp4b","La-related protein 4B OS=Mus musculus GN=Larp4b PE=1 SV=2",65207.7,66962.4,52779.3,69189.2,88728.1,84358.1,117206.4,121094.8
"sp|Q05CL8|LARP7_MOUSE","Larp7","La-related protein 7 OS=Mus musculus GN=Larp7 PE=1 SV=2",67026,63101.7,50221.4,61228.9,87280.4,79119.2,138233.8,134017.1
"sp|A2BE28|LAS1L_MOUSE","Las1l","Ribosomal biogenesis protein LAS1L OS=Mus musculus GN=Las1l PE=1 SV=1",94570.6,94406.1,99940.6,92605.8,119194.2,113421,143332.2,149163.2
"sp|Q8BYR2|LATS1_MOUSE","Lats1","Serine/threonine-protein kinase LATS1 OS=Mus musculus GN=Lats1 PE=1 SV=3",30833,31719.4,26873.3,31425.4,40971.2,40965.8,51866.7,50771.2
"sp|Q60787|LCP2_MOUSE","Lcp2","Lymphocyte cytosolic protein 2 OS=Mus musculus GN=Lcp2 PE=1 SV=2",128192.3,125333.7,130384.4,129920,208625.1,196188.8,210386,222781.9
"sp|P35951|LDLR_MOUSE","Ldlr","Low-density lipoprotein receptor OS=Mus musculus GN=Ldlr PE=1 SV=2",14363.4,14317.6,14794.1,15669.6,28529.1,25696.7,35627.5,37377.9
"sp|Q8JZS0|LIN7A_MOUSE","Lin7a","Protein lin-7 homolog A OS=Mus musculus GN=Lin7a PE=1 SV=2",27258,27293.3,26259.7,26241,38606.4,36330.1,47750.3,46843.2
"sp|Q9D945|LLPH_MOUSE","Llph","Protein LLP homolog OS=Mus musculus GN=Llph PE=2 SV=1",59171.5,56558.6,57081.7,58974.2,68392.6,64030.3,93058.4,89315.5
"sp|Q9D0F3|LMAN1_MOUSE","Lman1","Protein ERGIC-53 OS=Mus musculus GN=Lman1 PE=2 SV=1",86723.1,80533.1,89693.8,86876.2,94845.7,95644.5,127657.1,128997.1
"sp|Q7TQ95|LNP_MOUSE","Lnp","Protein lunapark OS=Mus musculus GN=Lnp PE=1 SV=1",65564.7,63266.7,70728.9,68107.1,77730.8,75530.2,100043.4,97046.4
"sp|Q9DBN5|LONP2_MOUSE","Lonp2","Lon protease homolog 2, peroxisomal OS=Mus musculus GN=Lonp2 PE=2 SV=1",34861.2,33693.2,33260.3,37682.8,48079.6,45804,66497.6,65622.5
"sp|Q7TQH7|LRP10_MOUSE","Lrp10","Low-density lipoprotein receptor-related protein 10 OS=Mus musculus GN=Lrp10 PE=2 SV=2",6321,6543.7,8419.5,8031.4,11873.1,12138.3,18287.6,17374.4
"sp|P55302|AMRP_MOUSE","Lrpap1","Alpha-2-macroglobulin receptor-associated protein OS=Mus musculus GN=Lrpap1 PE=1 SV=1",64169.4,61823.4,71809.4,66389.3,87253.4,83243.3,92083.5,97294.9
"sp|Q8K1C9|LRC41_MOUSE","Lrrc41","Leucine-rich repeat-containing protein 41 OS=Mus musculus GN=Lrrc41 PE=1 SV=3",36654.6,36687.9,35703.6,39028.8,49568.8,47378.8,69258.5,67399.6
"sp|Q8R2U7|LRC42_MOUSE","Lrrc42","Leucine-rich repeat-containing protein 42 OS=Mus musculus GN=Lrrc42 PE=2 SV=1",26084.7,26843.9,31721.6,26203.8,38134.7,37814.4,45520.8,48119.7
"sp|Q3UM18|LSG1_MOUSE","Lsg1","Large subunit GTPase 1 homolog OS=Mus musculus GN=Lsg1 PE=2 SV=2",42114.5,41931.3,39064.2,40247,58457.5,54524.6,88126.6,88395.5
"sp|Q9D0R8|LSM12_MOUSE","Lsm12","Protein LSM12 homolog OS=Mus musculus GN=Lsm12 PE=1 SV=1",42541.4,45008.2,48860.2,44706.8,57899.1,56096.4,70571.5,71558.4
"sp|Q8CGC4|LS14B_MOUSE","Lsm14b","Protein LSM14 homolog B OS=Mus musculus GN=Lsm14b PE=2 SV=3",27066.4,23864.6,19987.1,26003.3,34697.8,33576.2,48953.5,49784.9
